,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,grade,sqft_above,sqft_basement,yr_built
6715,20140727T000000,286308,2.0,1.5,1220,1036,3.0,0,0,7,1220,0,2006
6716,20140527T000000,370000,2.0,2.25,1280,835,2.0,0,0,7,1080,200,2009
6717,20140923T000000,1079000,5.0,3.5,3740,5610,2.0,0,0,9,2860,880,2014
6718,20141015T000000,298900,3.0,2.5,1852,4000,2.0,0,0,7,1852,0,2014
6719,20150421T000000,775000,4.0,2.5,2580,5787,2.0,0,0,9,2580,0,2007
6720,20140624T000000,790000,4.0,3.5,3190,31450,2.0,0,0,9,3190,0,2010
6721,20140827T000000,1050000,3.0,2.5,3400,5119,2.0,0,0,8,2300,1100,2014
6722,20140708T000000,249000,2.0,1.5,1090,2686,2.0,0,0,7,1090,0,1982
6723,20140929T000000,348000,3.0,2.0,2360,6145,1.0,0,0,8,2360,0,2011
6724,20141114T000000,358000,5.0,2.5,2460,5604,2.0,0,0,8,2460,0,2011
6725,20140625T000000,260000,5.0,2.5,2025,7760,2.0,0,0,7,2025,0,2007
6726,20140604T000000,765000,4.0,3.0,4410,5104,2.0,0,0,9,3400,1010,2006
6727,20140528T000000,739000,3.0,2.5,2810,5400,2.0,0,0,9,2810,0,2005
6728,20140505T000000,890000,5.0,3.5,4490,6000,2.0,0,0,10,3200,1290,2006
6729,20140607T000000,462000,4.0,2.5,3070,6432,2.0,0,0,9,3070,0,2006
6730,20140708T000000,380000,4.0,2.5,1984,32400,1.0,0,0,8,1564,420,1962
6731,20150511T000000,770000,5.0,3.5,4750,8234,2.0,0,2,10,3350,1400,2013
6732,20140818T000000,641000,4.0,3.25,2760,4104,2.0,0,0,8,1900,860,2014
6733,20150417T000000,2300000,4.0,4.0,4360,8175,2.5,1,4,10,3940,420,2007
6734,20150504T000000,369000,4.0,2.5,3060,27251,1.5,0,0,8,3060,0,2008
6735,20140916T000000,1112000,4.0,3.0,2770,2650,2.0,0,0,9,2180,590,2014
6736,20140828T000000,357000,5.0,2.5,2990,9240,2.0,0,0,8,2990,0,2015
6737,20141126T000000,650000,3.0,2.75,1540,1251,2.0,0,0,8,1230,310,2002
6738,20140625T000000,563500,3.0,2.5,1400,1312,3.5,0,0,8,1400,0,2007
6739,20140617T000000,345000,3.0,2.5,1680,2229,2.0,0,0,7,1680,0,2007
6740,20140725T000000,479950,3.0,2.0,2260,7163,1.0,0,0,9,2260,0,2012
6741,20140513T000000,660000,4.0,3.5,3400,5196,2.0,0,0,9,3400,0,2012
6742,20140729T000000,800000,4.0,2.5,2930,5000,2.0,0,0,9,2760,170,2007
6743,20140724T000000,253101,3.0,2.0,1239,6036,1.0,0,0,7,1239,0,2009
6744,20140929T000000,555000,3.0,3.5,2100,2479,2.0,0,0,9,1450,650,2011
6745,20140626T000000,240000,4.0,1.0,1200,2171,1.5,0,0,7,1200,0,1933
6746,20150504T000000,380000,4.0,1.0,1200,2171,1.5,0,0,7,1200,0,1933
6747,20141117T000000,239000,2.0,1.5,680,772,2.0,0,0,7,680,0,2005
6748,20150318T000000,760000,4.0,3.25,2690,3995,2.0,0,0,9,2060,630,2014
6749,20140826T000000,430000,4.0,2.5,2750,7200,2.0,0,0,8,2750,0,2011
6750,20140522T000000,660000,3.0,2.5,2450,4332,2.0,0,0,8,2450,0,2010
6751,20140820T000000,399963,4.0,2.5,2620,4050,2.0,0,0,8,2620,0,2014
6752,20140718T000000,411000,2.0,2.0,1130,1148,2.0,0,0,9,800,330,2007
6753,20140627T000000,483453,4.0,2.75,2790,5527,2.0,0,0,8,2790,0,2014
6754,20141110T000000,469950,3.0,2.0,1820,1357,3.0,0,0,9,1820,0,2014
6755,20140715T000000,504058,4.0,2.75,2910,7467,2.0,0,0,8,2910,0,2013
6756,20150428T000000,425996,4.0,2.5,2568,5000,2.0,0,0,9,2568,0,2014
6757,20140708T000000,760005,4.0,2.75,3090,5859,2.0,0,0,9,3090,0,2010
6758,20150420T000000,699999,2.0,2.0,1460,1085,2.0,0,0,8,950,510,2014
6759,20140716T000000,749950,3.0,2.5,2010,2263,2.0,0,0,8,1340,670,2014
6760,20140708T000000,674600,4.0,2.5,2610,5140,2.0,0,0,8,2610,0,2006
6761,20150224T000000,450000,2.0,1.5,960,1000,2.0,0,0,8,920,40,2008
6762,20150407T000000,272000,3.0,2.5,1528,7616,2.0,0,0,7,1528,0,2011
6763,20140714T000000,450000,2.0,1.5,1310,1264,2.0,0,0,8,1120,190,2006
6764,20150505T000000,643950,3.0,2.25,1760,2122,3.0,0,0,9,1760,0,2015
6765,20141110T000000,290000,3.0,2.5,1420,3542,2.0,0,0,8,1310,110,2007
6766,20141008T000000,378000,3.0,2.5,1650,2082,3.0,0,0,8,1650,0,2007
6767,20140619T000000,728050,3.0,2.5,2320,6775,1.0,0,0,8,2320,0,2008
6768,20150426T000000,499160,4.0,2.5,2628,11466,2.0,0,0,9,2628,0,2014
6769,20141201T000000,536000,4.0,2.5,2520,4831,2.0,0,0,8,2520,0,2009
6770,20150205T000000,419900,5.0,3.5,2880,5000,2.0,0,0,8,2260,620,2012
6771,20141210T000000,469000,3.0,2.25,1440,1362,3.0,0,0,7,1440,0,2014
6772,20150408T000000,374000,3.0,2.5,2185,6042,2.0,0,0,9,2185,0,2009
6773,20140728T000000,182568,4.0,1.5,1500,2106,2.0,0,0,7,1500,0,2014
6774,20140626T000000,334888,3.0,2.5,1769,7324,2.0,0,0,9,1769,0,2012
6775,20140917T000000,799900,4.0,4.0,3650,18223,2.0,0,3,9,3330,320,2013
6776,20140512T000000,383000,4.0,2.5,2160,6223,2.0,0,0,8,2160,0,2010
6777,20141218T000000,580000,3.0,2.5,1820,374616,2.0,0,0,7,1820,0,1999
6778,20140707T000000,351999,3.0,2.5,2370,4200,2.0,0,0,8,2370,0,2014
6779,20150223T000000,1325000,3.0,3.0,3180,2758,2.0,0,2,11,2240,940,2008
6780,20150125T000000,312000,3.0,2.5,1780,4077,2.0,0,0,8,1780,0,2011
6781,20140912T000000,674950,4.0,3.5,2650,3127,2.0,0,0,8,2230,420,2011
6782,20141229T000000,1105000,5.0,2.75,3300,7560,2.0,0,0,10,3300,0,2007
6783,20150313T000000,415000,2.0,2.5,1160,1219,3.0,0,0,8,1160,0,2007
6784,20140710T000000,1250000,3.0,3.0,3460,5353,2.0,0,0,10,2850,610,2007
6785,20140919T000000,208800,3.0,2.5,1390,2450,2.0,0,0,7,1390,0,2009
6786,20141029T000000,452000,2.0,2.5,1260,1131,3.0,0,0,8,1260,0,2006
6787,20150422T000000,837000,5.0,2.75,2940,5225,2.0,0,0,8,2760,180,2010
6788,20150224T000000,780000,5.0,3.5,3190,4247,2.0,0,0,8,2430,760,2013
6789,20141002T000000,1485000,4.0,3.5,3930,6120,2.0,0,0,10,3310,620,2007
6790,20140926T000000,1600000,5.0,3.75,3570,10125,2.0,0,0,10,3570,0,2014
6791,20140918T000000,369946,3.0,2.5,2420,4725,2.0,0,0,8,2420,0,2014
6792,20140608T000000,530000,3.0,2.75,3400,7200,2.0,0,2,9,2470,930,2009
6793,20150320T000000,386000,4.0,2.5,2478,6079,2.0,0,0,8,2478,0,2012
6794,20150218T000000,1900000,4.0,2.5,3070,7830,2.0,0,2,11,1970,1100,2009
6795,20140911T000000,735000,4.0,3.5,3200,7605,2.0,0,2,9,2500,700,2013
6796,20141002T000000,1750000,5.0,3.25,5790,12739,2.0,0,3,10,4430,1360,2014
6797,20150223T000000,489950,3.0,2.25,1590,926,3.0,0,0,8,1590,0,2014
6798,20150413T000000,357500,3.0,3.0,1730,1442,2.0,0,0,8,1440,290,2008
6799,20140520T000000,329995,4.0,2.5,2303,3680,2.0,0,0,8,2303,0,2013
6800,20140925T000000,414000,3.0,2.5,1790,3754,2.0,0,0,8,1790,0,2013
6801,20141210T000000,533500,3.0,3.5,2490,3517,2.0,0,0,8,1720,770,2005
6802,20150305T000000,402395,4.0,2.5,2669,5385,2.0,0,0,9,2669,0,2014
6803,20150410T000000,725000,4.0,3.25,2610,2552,2.0,0,0,10,2160,450,2008
6804,20140828T000000,1275000,6.0,5.25,6160,27490,2.0,0,0,11,4040,2120,2007
6805,20140917T000000,239800,2.0,1.75,1290,1493,2.0,0,0,8,1290,0,2014
6806,20140904T000000,616950,5.0,3.5,3560,5008,2.0,0,0,8,2810,750,2013
6807,20141001T000000,1258000,4.0,3.25,4360,6000,2.0,0,3,11,3400,960,2007
6808,20140617T000000,435000,3.0,2.25,1230,1238,2.0,0,0,8,1080,150,2009
6809,20140815T000000,925000,4.0,3.25,3640,60086,2.0,0,0,10,3640,0,2005
6810,20150428T000000,631500,2.0,2.5,1780,2493,3.0,0,0,8,1780,0,1981
6811,20150330T000000,399995,3.0,1.5,1140,1069,3.0,0,0,8,1140,0,2005
6812,20140506T000000,369950,3.0,2.0,1270,1320,3.0,0,0,8,1270,0,2006
6813,20150423T000000,475000,5.0,3.5,2780,3583,2.0,0,0,8,2180,600,2005
6814,20141125T000000,353000,4.0,2.5,1912,5000,2.0,0,0,8,1912,0,2012
6815,20150225T000000,329950,4.0,2.5,2300,9690,2.0,0,0,8,2300,0,2006
6816,20150313T000000,367000,3.0,2.5,2828,4050,2.0,0,0,8,2828,0,2013
6817,20140905T000000,447500,4.0,2.5,2425,9017,2.0,0,0,9,2425,0,2013
6818,20140709T000000,595000,4.0,3.25,3730,4560,2.0,0,0,9,2760,970,2015
6819,20140904T000000,325000,1.0,1.0,730,1942,1.0,0,0,7,730,0,2009
6820,20150203T000000,690000,2.0,2.5,1990,1756,3.0,0,0,9,1780,210,2005
6821,20141111T000000,329950,3.0,2.5,1300,812,2.0,0,0,8,880,420,2008
6822,20150128T000000,399500,4.0,2.5,2560,7492,2.0,0,0,8,2560,0,2014
6823,20150121T000000,555000,5.0,2.5,2450,5047,2.0,0,0,8,2450,0,2007
6824,20141001T000000,427000,2.0,1.5,1440,725,2.0,0,0,8,1100,340,2011
6825,20141020T000000,375000,3.0,2.25,1140,1557,3.0,0,0,8,1140,0,2007
6826,20140508T000000,499000,2.0,1.5,1110,957,2.0,0,0,8,930,180,2005
6827,20140718T000000,750000,3.0,2.5,2620,43832,2.0,0,0,8,2620,0,2013
6828,20141229T000000,336900,3.0,2.5,1690,1200,2.0,0,0,8,1410,280,2014
6829,20140919T000000,555000,2.0,2.75,1950,1610,3.0,0,0,8,1950,0,2009
6830,20141106T000000,1275000,4.0,3.5,3530,8126,2.0,0,0,10,3530,0,2007
6831,20141014T000000,999950,4.0,3.5,3310,4684,2.0,0,0,9,2290,1020,2014
6832,20140625T000000,975000,5.0,3.0,2620,5477,2.0,0,0,10,2620,0,2009
6833,20150219T000000,299000,3.0,2.25,1350,3582,2.0,0,0,8,1350,0,2010
6834,20150417T000000,479000,2.0,2.5,1741,1439,2.0,0,0,8,1446,295,2007
6835,20150417T000000,428000,3.0,2.5,1650,2201,3.0,0,0,8,1650,0,2007
6836,20140829T000000,409000,3.0,2.5,1890,6500,2.0,0,0,7,1890,0,2012
6837,20150326T000000,798500,3.0,3.0,1950,1833,3.0,0,0,9,1610,340,2009
6838,20141212T000000,689000,4.0,3.5,4490,5805,2.0,0,0,9,3390,1100,2006
6839,20140508T000000,375000,6.0,2.25,3206,5793,2.0,0,0,7,3206,0,2012
6840,20140717T000000,775000,4.0,3.5,4130,77832,2.0,0,2,10,4130,0,2011
6841,20141014T000000,639983,5.0,3.0,2800,5700,2.0,0,0,8,2800,0,2014
6842,20150326T000000,300000,4.0,3.0,1984,4419,2.0,0,0,7,1984,0,2010
6843,20141222T000000,627000,4.0,2.5,2750,11830,2.0,0,0,9,2750,0,2014
6844,20150415T000000,275000,3.0,2.75,1740,5757,1.0,0,0,7,1740,0,2010
6845,20140926T000000,352800,4.0,2.25,1800,2752,2.0,0,0,8,1800,0,2014
6846,20150312T000000,565000,3.0,2.25,1540,1005,3.0,0,0,8,1540,0,2008
6847,20150414T000000,765000,4.0,2.25,2030,2222,2.0,0,0,9,1610,420,2015
6848,20150409T000000,644000,4.0,2.5,3310,4839,2.0,0,0,9,3310,0,2007
6849,20150223T000000,461000,3.0,1.5,1270,1416,3.0,0,0,8,1270,0,2007
6850,20141223T000000,270500,5.0,2.5,2406,7093,2.0,0,0,8,2406,0,2006
6851,20140701T000000,640000,2.0,2.25,1540,965,3.0,0,0,9,1540,0,2007
6852,20140805T000000,457000,4.0,2.5,2820,6983,2.0,0,0,9,2820,0,2013
6853,20141201T000000,355000,5.0,2.5,2540,5100,2.0,0,0,7,2540,0,2014
6854,20141215T000000,356000,2.0,2.25,1230,989,3.0,0,0,8,1230,0,2007
6855,20140805T000000,425000,4.0,2.5,1900,2766,2.0,0,0,8,1900,0,2014
6856,20140923T000000,562500,5.0,2.75,2920,6327,2.0,0,0,8,2920,0,2007
6857,20140701T000000,460000,3.0,2.5,1450,1053,2.0,0,0,8,940,510,2008
6858,20150406T000000,790000,4.0,3.0,5370,69848,2.0,0,0,10,3500,1870,2005
6859,20150318T000000,401000,3.0,2.0,1270,1333,3.0,0,0,8,1270,0,2006
6860,20140828T000000,1095000,3.0,2.5,2550,5100,2.0,0,0,9,2550,0,2014
6861,20150403T000000,850000,4.0,3.0,3070,7150,2.0,0,0,9,3070,0,2007
6862,20140702T000000,274500,3.0,2.25,1450,4050,2.0,0,0,7,1450,0,2010
6863,20150415T000000,1940000,5.0,3.5,4230,16526,2.0,0,0,10,4230,0,2008
6864,20140804T000000,808000,4.0,2.5,3480,6262,2.0,0,0,9,3480,0,2003
6865,20140515T000000,312000,3.0,2.25,1490,974,2.0,0,0,7,1220,270,2009
6866,20140616T000000,320000,3.0,2.25,1200,1400,3.0,0,0,8,1200,0,2005
6867,20150113T000000,410000,3.0,2.5,2150,4332,2.0,0,0,8,2150,0,2013
6868,20140620T000000,725000,3.0,3.5,3690,8837,2.0,0,0,10,3690,0,2001
6869,20141015T000000,335000,4.0,2.5,1900,3301,2.0,0,0,7,1900,0,2007
6870,20150120T000000,519990,4.0,3.25,1690,1321,2.0,0,0,8,1320,370,2014
6871,20140610T000000,533112,4.0,2.75,2790,8853,2.0,0,0,8,2790,0,2013
6872,20141028T000000,274900,3.0,2.0,1936,6612,2.0,0,0,7,1936,0,2014
6873,20141222T000000,325000,2.0,2.25,1150,711,2.0,0,0,7,1150,0,2013
6874,20140529T000000,350000,4.0,2.5,2040,22653,2.0,0,0,7,2040,0,2011
6875,20140923T000000,550000,4.0,2.5,2470,7539,2.0,0,0,9,2470,0,2006
6876,20150309T000000,311850,4.0,2.5,1890,4158,2.0,0,0,8,1890,0,2014
6877,20150210T000000,526000,3.0,2.5,1626,1583,2.5,0,0,8,1419,207,2007
6878,20141001T000000,375000,4.0,2.5,2250,5306,2.0,0,0,8,2250,0,2012
6879,20150223T000000,299999,3.0,2.25,1350,1234,2.0,0,0,7,1160,190,2007
6880,20140919T000000,436000,3.0,2.5,1460,1238,2.0,0,0,8,1200,260,2008
6881,20141212T000000,303000,3.0,2.5,2056,3564,2.0,0,0,7,2056,0,2014
6882,20140701T000000,525000,2.0,2.5,1160,1458,2.0,0,0,8,1040,120,2012
6883,20140613T000000,575000,3.0,3.0,1384,1287,2.0,0,0,8,1144,240,2006
6884,20141024T000000,420000,2.0,1.5,1100,1107,3.0,0,0,8,1100,0,2008
6885,20140611T000000,329950,3.0,2.5,2456,7566,2.0,0,0,8,2456,0,2012
6886,20141021T000000,1830000,4.0,4.25,4500,215186,2.0,0,3,11,2630,1870,2009
6887,20150408T000000,1175000,4.0,3.25,3780,10099,1.0,0,1,11,2240,1540,2006
6888,20140911T000000,499950,2.0,2.5,1320,1157,2.0,0,0,8,990,330,2014
6889,20140527T000000,1149000,4.0,3.0,5940,11533,2.0,0,4,11,4950,990,2004
6890,20150218T000000,400000,3.0,2.0,1650,5027,1.5,0,0,7,1650,0,2009
6891,20140627T000000,246950,3.0,3.0,1670,4440,1.0,0,0,7,1670,0,2014
6892,20140806T000000,630000,3.0,3.25,1610,1275,2.0,0,0,8,1220,390,2005
6893,20140912T000000,561000,5.0,2.75,3370,10315,2.0,0,0,9,3370,0,2006
6894,20141208T000000,287000,4.0,2.5,2660,4082,2.0,0,0,7,2660,0,2010
6895,20150331T000000,600000,3.0,3.25,1690,1473,2.0,0,0,8,1380,310,2008
6896,20140828T000000,490000,3.0,2.25,1620,1062,3.0,0,0,8,1620,0,2014
6897,20150330T000000,330000,3.0,1.75,1300,958,2.0,0,0,7,840,460,2011
6898,20141201T000000,286950,4.0,2.5,1610,4052,2.0,0,0,7,1610,0,2013
6899,20150423T000000,1550000,3.0,3.25,3530,4920,2.0,0,0,9,2660,870,2015
6900,20150212T000000,880000,4.0,2.5,3550,8618,2.0,0,0,10,3550,0,2007
6901,20141013T000000,577450,3.0,3.0,1730,1755,3.0,0,0,8,1730,0,2014
6902,20150430T000000,405000,5.0,2.75,2400,4900,2.0,0,0,8,2400,0,2011
6903,20140707T000000,510000,3.0,2.5,1420,1237,3.0,0,0,8,1420,0,2014
6904,20140812T000000,465000,2.0,1.5,1220,1120,2.5,0,0,8,1110,110,2008
6905,20140707T000000,1300000,4.0,2.25,2360,4000,2.0,0,0,9,2360,0,2013
6906,20150408T000000,609000,4.0,3.5,3990,11270,2.0,0,3,9,2930,1060,2007
6907,20140911T000000,336000,3.0,2.5,1260,1211,3.0,0,0,8,1260,0,2004
6908,20150108T000000,375000,3.0,2.5,1580,2407,2.0,0,0,8,1580,0,2013
6909,20141204T000000,294500,3.0,2.5,1760,2688,2.0,0,0,7,1760,0,2005
6910,20141125T000000,925000,5.0,3.5,3420,4216,2.0,0,0,9,2520,900,2008
6911,20141215T000000,730000,5.0,2.75,2870,6593,2.0,0,0,9,2870,0,2006
6912,20140919T000000,280000,4.0,2.5,1934,5677,2.0,0,0,8,1934,0,2013
6913,20140815T000000,500000,3.0,1.5,1220,962,3.0,0,0,8,1220,0,2014
6914,20150324T000000,605000,3.0,2.75,2450,5750,2.0,0,0,9,2450,0,2013
6915,20140516T000000,379950,3.0,3.25,1860,1787,3.0,0,0,8,1860,0,2007
6916,20150323T000000,605000,3.0,2.5,1500,1119,3.0,0,2,7,1110,390,2008
6917,20150501T000000,720000,2.0,1.75,1570,1108,3.0,0,0,9,1570,0,2007
6918,20141103T000000,549900,3.0,2.0,1280,960,2.0,0,0,9,1040,240,2014
6919,20150121T000000,427000,3.0,2.5,3192,5653,2.0,0,0,8,3192,0,2014
6920,20141028T000000,492000,3.0,2.5,1690,1479,3.0,0,0,8,1420,270,2005
6921,20140505T000000,419190,2.0,2.5,1590,1426,2.0,0,0,8,1590,0,2014
6922,20141112T000000,650000,3.0,2.5,2870,7288,2.0,0,0,9,2870,0,2012
6923,20141124T000000,379950,4.0,2.5,2580,4818,2.0,0,0,8,2580,0,2005
6924,20140728T000000,269800,4.0,2.75,1830,3420,2.0,0,0,8,1830,0,2012
6925,20140813T000000,407000,4.0,2.5,2927,6000,2.0,0,0,7,2927,0,2011
6926,20150415T000000,580000,3.0,1.5,1320,1250,3.0,0,0,8,1320,0,2008
6927,20150116T000000,389700,3.0,2.5,1720,3581,2.0,0,0,7,1720,0,2011
6928,20150311T000000,110000,2.0,1.0,828,4524,1.0,0,0,6,828,0,1968
6929,20140731T000000,230000,3.0,1.5,1040,1264,2.0,0,0,9,900,140,2015
6930,20140829T000000,533380,4.0,2.75,2790,6685,2.0,0,0,8,2790,0,2014
6931,20140918T000000,295500,3.0,2.5,1410,1332,2.0,0,0,7,960,450,2014
6932,20141007T000000,860000,4.0,4.5,4040,8400,2.0,0,0,9,3220,820,2006
6933,20140708T000000,812000,4.0,3.5,3370,3634,2.0,0,0,9,2750,620,2007
6934,20140605T000000,324500,3.0,2.5,1660,3990,2.0,0,0,7,1660,0,2009
6935,20150326T000000,193000,2.0,1.75,910,2550,1.0,0,0,6,910,0,2004
6936,20140522T000000,355000,3.0,2.25,1280,959,3.0,0,0,8,1280,0,2005
6937,20140614T000000,525000,4.0,2.75,2360,4924,2.0,0,0,8,2360,0,2008
6938,20150227T000000,370950,3.0,2.5,2529,9653,2.0,0,0,7,2529,0,2012
6939,20141107T000000,1242000,4.0,3.5,4700,10183,1.0,0,2,11,2660,2040,2002
6940,20150504T000000,950000,3.0,2.5,2780,275033,1.0,0,0,10,2780,0,2006
6941,20140918T000000,888990,4.0,2.75,3540,5500,2.0,0,0,9,3540,0,2014
6942,20150319T000000,705000,3.0,2.5,1580,1321,2.0,0,2,8,1080,500,2014
6943,20140826T000000,268000,3.0,2.5,1700,2250,2.0,0,0,7,1700,0,2014
6944,20140507T000000,305450,3.0,2.5,1600,3573,2.0,0,0,7,1600,0,2013
6945,20140703T000000,399900,2.0,1.75,1410,1005,1.5,0,0,9,900,510,2011
6946,20141229T000000,495000,3.0,1.5,1580,1228,3.0,0,0,8,1580,0,2014
6947,20141104T000000,857326,3.0,3.5,3940,11632,2.0,0,0,10,3940,0,2014
6948,20140911T000000,845950,5.0,2.75,4450,9600,2.0,0,0,9,3650,800,2014
6949,20140610T000000,303210,4.0,2.5,2009,5000,2.0,0,0,8,2009,0,2014
6950,20141015T000000,343000,6.0,5.0,2732,7655,2.0,0,0,7,2732,0,2009
6951,20140716T000000,300000,3.0,2.5,2090,4590,2.0,0,0,7,2090,0,2005
6952,20141122T000000,334900,2.0,2.5,980,1013,3.0,0,0,8,980,0,2008
6953,20150416T000000,477500,5.0,3.5,2815,5619,2.0,0,0,9,2815,0,2012
6954,20140618T000000,820000,4.0,2.5,3170,8523,2.0,0,0,9,3170,0,2008
6955,20140805T000000,580000,5.0,3.25,3030,7410,2.0,0,0,8,2150,880,2014
6956,20140722T000000,350000,2.0,2.5,1280,940,2.0,0,0,8,1060,220,2006
6957,20150226T000000,910000,3.0,2.5,2030,1160,3.0,0,0,9,1970,60,2007
6958,20140626T000000,414000,3.0,2.5,2490,4540,2.5,0,0,8,2490,0,2012
6959,20150330T000000,525000,3.0,2.5,3030,4500,2.0,0,0,8,3030,0,2009
6960,20150409T000000,650000,2.0,2.5,1470,690,3.0,0,3,8,1470,0,2008
6961,20141210T000000,450000,3.0,2.25,1620,997,2.5,0,0,8,1540,80,2012
6962,20140516T000000,1270000,4.0,3.0,5520,8313,2.0,0,3,9,3570,1950,2008
6963,20150412T000000,699000,3.0,3.5,3200,10344,2.0,0,0,10,3200,0,2007
6964,20140723T000000,899000,4.0,2.5,2580,3943,2.0,0,0,8,2580,0,2013
6965,20140808T000000,353500,4.0,3.0,2050,4000,2.0,0,0,8,2050,0,2014
6966,20140908T000000,485000,3.0,2.5,2430,5867,2.0,0,0,7,2430,0,2011
6967,20140626T000000,782900,4.0,3.25,3060,3898,2.0,0,0,10,2300,760,2014
6968,20150428T000000,529000,2.0,2.0,1540,9714,2.0,0,0,8,1540,0,2008
6969,20150416T000000,514700,3.0,3.25,1310,1072,2.0,0,0,8,1060,250,2008
6970,20140520T000000,409316,3.0,2.5,1800,3168,2.0,0,0,8,1800,0,2014
6971,20150506T000000,388598,3.0,2.5,2370,4200,2.0,0,0,8,2370,0,2014
6972,20150227T000000,415000,3.0,2.25,1445,1512,2.0,0,0,7,1300,145,2004
6973,20150407T000000,521500,3.0,2.25,1450,1619,2.0,0,0,8,1140,310,2006
6974,20140820T000000,580000,3.0,2.5,1740,1236,3.0,0,2,8,1740,0,2008
6975,20140630T000000,882566,4.0,2.5,3560,5265,3.0,0,0,8,3560,0,2014
6976,20150408T000000,525000,3.0,2.75,2130,1400,2.0,0,0,9,1080,1050,2010
6977,20141201T000000,515000,5.0,2.75,2980,4502,2.0,0,0,9,2980,0,2007
6978,20140926T000000,589410,3.0,3.0,2840,7201,2.0,0,0,9,2840,0,2014
6979,20150324T000000,757500,4.0,2.5,3420,6845,2.0,0,0,9,3420,0,2009
6980,20141002T000000,284000,3.0,2.5,1660,4083,2.0,0,0,7,1660,0,2013
6981,20150328T000000,338500,2.0,2.25,1150,711,2.0,0,0,7,1150,0,2013
6982,20140613T000000,379500,3.0,2.25,1410,1287,2.0,0,0,7,1290,120,2005
6983,20140723T000000,550000,3.0,2.0,1420,1369,2.5,0,0,9,1340,80,2007
6984,20140902T000000,294900,3.0,2.5,1860,5025,2.0,0,0,8,1860,0,2010
6985,20140609T000000,345000,2.0,1.5,1340,1210,2.0,0,0,8,1120,220,2008
6986,20150209T000000,450000,2.0,1.5,1530,1012,2.0,0,0,8,1200,330,2005
6987,20150415T000000,420000,3.0,2.5,1509,1114,3.0,0,0,8,1509,0,2014
6988,20150402T000000,740000,3.0,2.5,2350,3798,2.0,0,0,8,2350,0,2013
6989,20150220T000000,286000,2.0,1.5,1010,825,3.0,0,0,7,1010,0,2007
6990,20150317T000000,870000,5.0,3.5,4495,10079,2.0,0,0,9,3580,915,2013
6991,20141114T000000,727000,3.0,2.5,1580,991,3.0,0,0,9,1580,0,2009
6992,20150204T000000,395000,4.0,3.0,2750,7965,2.0,0,0,9,2750,0,2012
6993,20140805T000000,535000,4.0,2.25,1890,3615,2.0,0,0,7,1890,0,2005
6994,20141229T000000,255000,3.0,2.25,1320,963,2.0,0,0,7,1040,280,2007
6995,20141015T000000,260000,4.0,2.5,2150,3721,2.0,0,0,8,2150,0,2006
6996,20140910T000000,810000,4.0,2.5,3340,8384,2.0,0,0,9,3340,0,2014
6997,20141201T000000,359782,3.0,2.5,1850,3400,2.0,0,0,7,1850,0,2010
6998,20150320T000000,500000,2.0,2.5,1950,2162,2.0,0,0,9,1500,450,2012
6999,20141027T000000,1049990,5.0,3.25,4240,9588,2.0,0,0,9,4240,0,2014
7000,20150225T000000,810000,4.0,3.5,2700,2868,2.0,0,0,11,1920,780,2006
7001,20150206T000000,605000,5.0,4.0,3040,6000,2.0,0,0,8,2280,760,2011
7002,20150317T000000,730000,4.0,2.5,2460,7930,2.0,0,0,8,2460,0,2005
7003,20150317T000000,327000,4.0,2.5,2110,3825,2.0,0,0,7,2110,0,2013
7004,20141110T000000,370000,2.0,1.0,780,1133,2.0,0,0,7,780,0,2009
7005,20140625T000000,459000,5.0,3.5,2640,6895,2.0,0,0,7,2640,0,2001
7006,20141113T000000,2900000,5.0,4.0,5190,14600,2.0,0,1,11,5190,0,2013
7007,20141210T000000,365000,4.0,2.5,2420,8404,2.0,0,0,8,2420,0,2013
7008,20141226T000000,255000,4.0,2.5,1987,6000,2.0,0,0,7,1987,0,2011
7009,20140717T000000,375000,1.0,1.0,720,3166,1.0,0,0,6,720,0,1920
7010,20141002T000000,375000,2.0,1.5,1130,912,2.0,0,0,8,1000,130,2006
7011,20140722T000000,518380,4.0,2.5,2810,4500,2.0,0,0,9,2810,0,2014
7012,20140721T000000,346000,3.0,3.25,1500,1442,2.0,0,0,8,1150,350,2007
7013,20150223T000000,302059,4.0,2.0,1390,745,3.0,0,0,7,1390,0,2008
7014,20140519T000000,575000,4.0,2.5,2500,4945,2.0,0,0,9,2500,0,2013
7015,20140723T000000,549950,4.0,3.5,3906,9674,2.0,0,2,9,3906,0,2014
7016,20150219T000000,900000,5.0,6.0,7120,40806,2.0,0,4,12,5480,1640,2007
7017,20140711T000000,397500,3.0,2.5,1470,1256,2.0,0,0,8,930,540,2006
7018,20141121T000000,1075000,5.0,3.5,3230,7560,2.0,0,0,10,3230,0,2007
7019,20150422T000000,775900,3.0,2.5,2700,5764,2.0,0,0,9,2700,0,2014
7020,20150508T000000,510000,4.0,2.5,4073,17334,2.0,0,0,8,4073,0,2008
7021,20140829T000000,471275,4.0,2.5,3361,5038,2.0,0,0,9,3361,0,2014
7022,20140911T000000,288000,4.0,2.25,1610,3560,2.0,0,0,7,1610,0,2010
7023,20141016T000000,989990,4.0,3.5,3830,7150,2.0,0,0,9,3830,0,2014
